mcp_server_name,tool_name,description_label,description_quality_score,description_reason,description_improvement_needed,purpose_score,usage_guideline_score,limitation_score,parameter_explanation_score,examples_balance_score,length_completeness_score
google-sheets,list_sheets,Good,100,"The description is comprehensive, well-structured, and fully satisfies all rubric criteria with precise language, clear boundaries, and complete parameter details.",,5,5,5,5,5,5
google-sheets,list_spreadsheets,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with clear language and no reliance on examples.",,5,5,5,5,5,5
google-sheets,rename_sheet,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with no gaps or redundancies.",,5,5,5,5,5,5
google-sheets,update_cells,Good,100,"The description is comprehensive, precise, and self-sufficient, with clear purpose, usage guidance, limitations, parameter details, and appropriate length.",,5,5,5,5,5,5
markitdown,convert_to_markdown,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with clear language and no redundancy or omission.",,5,5,5,5,5,5
no_hub,add_comment_to_pending_review,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with no gaps or redundancies.",,5,5,5,5,5,5
no_hub,add_issue_comment,Good,96,"The tool description is comprehensive, precise, and well-structured, with clear purpose, usage guidance, limitations, and parameter details; only minor improvements needed in parameter explanation.",parameter_explanation,5,5,5,4,5,5
no_hub,add_sub_issue,Good,100,"The description is comprehensive, precise, and self-sufficient, with clear explanations across all six rubric dimensions and no reliance on examples.",,5,5,5,5,5,5
no_hub,assign_copilot_to_issue,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with clear language and no reliance on examples.",,5,5,5,5,5,5
no_hub,cancel_workflow_run,Good,92,"The description is comprehensive, well-structured, and clearly explains the tool's function, usage, limitations, and parameters with precise language and appropriate depth.",,5,4,4,5,5,5
no_hub,create_and_submit_pull_request_review,Good,88,"The description is comprehensive, well-structured, and clearly explains the tool's function, usage, limitations, and behavior, with only minor gaps in parameter explanation.","parameter_explanation: The tool is described as having no parameters, but this should be explicitly stated as 'no input parameters required' with a note on how the review status (approve/request changes/comment) is determined, which is currently ambiguous.",5,4,5,3,5,5
no_hub,create_branch,Good,100,"The description is comprehensive, precise, and self-sufficient, with clear purpose, usage guidance, limitations, parameter details, and appropriate length.",,5,5,5,5,5,5
no_hub,create_gist,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all aspects of the tool with clear language, explicit usage guidance, detailed limitations, complete parameter explanation (including absence), and balanced structure.",,5,5,5,5,5,5
no_hub,create_issue,Good,96,"The description is comprehensive, precise, and self-sufficient with strong coverage across all components except parameter explanation, which is severely lacking due to the absence of any parameter details.",parameter_explanation: 1,5,5,5,1,5,5
no_hub,create_or_update_file,Good,100,"The description is comprehensive, precise, and self-sufficient, with clear purpose, usage guidance, limitations, parameter details, and appropriate length.",,5,5,5,5,5,5
no_hub,create_pending_pull_request_review,Good,96,"The description is comprehensive, well-structured, and clearly explains the tool's purpose, usage, limitations, parameters, and behavior with no reliance on examples; all components meet or exceed the threshold for a 'Good' rating.",,5,4,5,5,5,5
no_hub,create_pull_request,Good,95,"The description is comprehensive, clearly defines the tool’s purpose, usage context, limitations, and external dependencies, with minimal gaps and strong prose structure.","parameter_explanation: While most parameters are explained, the description could clarify whether the 'pull request title and description' are mandatory or optional (currently stated as 'typically required, no defaults'), which introduces ambiguity.",5,5,5,4,5,5
no_hub,create_repository,Good,100,"The description is comprehensive, self-sufficient, and fully addresses all six rubric components with precise, well-structured language and complete information.",,5,5,5,5,5,5
no_hub,delete_file,Good,96,"The description is comprehensive, clearly defines the tool's function, usage boundaries, limitations, and parameters with precision; only minor room for improvement in parameter explanation.",,5,5,5,4,5,5
no_hub,delete_pending_pull_request_review,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with clear language and no redundancy or omission.",,5,5,5,5,5,5
no_hub,delete_workflow_run_logs,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with no gaps or redundancies.",,5,5,5,5,5,5
no_hub,dismiss_notification,Good,96,"The description is comprehensive, clearly explains the tool's function, usage context, limitations, and input/output behavior, with only minor room for improvement in parameter explanation.","parameter_explanation: While the absence of parameters is noted, it could be more explicitly framed as 'No parameters required' with a clear statement that the tool is stateless and operates on the current context (e.g., active notification).",5,5,5,4,5,5
no_hub,download_workflow_run_artifact,Good,67,"The description is comprehensive and well-structured, with strong purpose and usage guidance, though parameter explanation is weak and limitations lack full detail.",parameter_explanation (score: 2); limitation (score: 3),4,4,3,2,5,4
no_hub,fork_repository,Good,88,"The description is comprehensive, well-structured, and clearly explains the tool's purpose, usage, limitations, and context, with only minor shortcomings in parameter explanation.","parameter_explanation: The tool is described as having no parameters, but this should be explicitly clarified with a note on how external inputs are expected to be provided (e.g., via environment variables, context, or prior setup), and why no input schema is defined.",5,5,5,2,5,5
no_hub,get_code_scanning_alert,Good,75,"The description is comprehensive, well-structured, and covers all key aspects with clear intent, though the parameter explanation lacks critical details like type and format.","parameter_explanation: missing type, format, and schema details for the alert identifier; currently rated 2/5",5,4,4,2,5,4
no_hub,get_commit,Good,88,"The description is comprehensive, well-structured, and clearly explains the tool's purpose, usage, limitations, and context requirements, though it lacks parameter details due to the tool's design.",parameter_explanation: 2,5,5,5,2,5,5
no_hub,get_dependabot_alert,Good,92,"The description is comprehensive, well-structured, and meets all key criteria except for parameter explanation, which lacks explicit details on types, effects, and required/default status.",parameter_explanation,5,5,5,2,5,5
no_hub,get_discussion,Good,83,"The description is comprehensive, well-structured, and meets all core requirements with strong clarity on purpose, usage, and limitations; only minor gaps in parameter type specification and completeness.","parameter_explanation: Type not specified for discussion_id; limitation: Could clarify potential error cases (e.g., invalid or non-existent IDs)",5,5,4,3,5,5
no_hub,get_discussion_comments,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with clear, well-structured prose and no reliance on examples.",,5,5,5,5,5,5
no_hub,get_file_contents,Good,100,"The description is comprehensive, precise, and self-sufficient, with clear explanations of purpose, usage, limitations, parameters, and structure, all within a well-organized, substantive narrative.",,5,5,5,5,5,5
no_hub,get_issue,Good,96,"The description is comprehensive, well-structured, and meets all criteria across the six components with only minor room for improvement in parameter explanation.","parameter_explanation: The description of 'issue_identifier' could clarify whether it accepts only numbers or also string-based issue IDs (e.g., pull request references), and whether it's case-sensitive or format-sensitive.",5,5,5,4,5,5
no_hub,get_issue_comments,Good,100,"The description is comprehensive, self-sufficient, and fully addresses all six rubric components with precise, well-structured prose.",,5,5,5,5,5,5
no_hub,get_job_logs,Good,100,"The description is comprehensive, well-structured, and fully satisfies all rubric criteria with precise language, clear boundaries, and no reliance on examples.",,5,5,5,5,5,5
no_hub,get_me,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with clear language and no redundancy or omission.",,5,5,5,5,5,5
no_hub,get_notification_details,Good,100,"The description is comprehensive, precise, and self-sufficient, with clear explanations across all six dimensions of the rubric.",,5,5,5,5,5,5
no_hub,get_pull_request,Good,88,"The description is comprehensive, well-structured, and clearly explains the tool's function, usage, limitations, and parameters, with only minor gaps in explicit disambiguation and input schema clarity.","usage_guideline: Add clearer distinction between 'when not to use' and include a note about ambiguous input handling; limitation: Explicitly mention the lack of authentication, pagination, and rate-limiting as critical constraints; parameter_explanation: Clarify how the repository identifier and pull request number are expected to be formatted in context (e.g., 'owner/repo' format)",5,4,4,4,5,5
no_hub,get_pull_request_comments,Good,75,"The description is comprehensive, well-structured, and covers all key aspects with clear language and appropriate depth.","parameter_explanation: Missing specification of parameter type and format; lacks clarity on required format (e.g., string, integer, UUID) and whether it's a PR number or URL-based ID.",5,4,5,3,5,4
no_hub,get_pull_request_diff,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with clear, well-structured prose and no reliance on examples.",,5,5,5,5,5,5
no_hub,get_pull_request_files,Good,100,"The tool description is comprehensive, precise, and self-sufficient, with clear purpose, usage guidance, limitations, parameter details, and appropriate length.",,5,5,5,5,5,5
no_hub,get_pull_request_reviews,Good,96,"The description is comprehensive, clearly defines the tool's function, usage context, limitations, and behavior, with no reliance on examples; all components meet or exceed the threshold for a 'Good' rating.",,5,5,5,4,5,5
no_hub,get_pull_request_status,Good,96,"The description is comprehensive, well-structured, and meets all key criteria across the rubric, with only minor room for improvement in parameter explanation.",,5,5,5,4,5,5
no_hub,get_secret_scanning_alert,Good,92,"The description is comprehensive, well-structured, and meets all key criteria across purpose, usage, limitations, and length; only parameter explanation is slightly weak due to lack of explicit type and behavioral impact details.","parameter_explanation: The tool has no input parameters, but this should be explicitly stated and explained in context (e.g., 'No parameters are required; alert identity must be provided externally via system context')",5,5,5,3,5,5
no_hub,get_tag,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with clear, well-structured prose and no reliance on examples.",,5,5,5,5,5,5
no_hub,get_workflow_run,Good,100,"The description is comprehensive, well-structured, and fully satisfies all six rubric criteria with precise, self-sufficient explanations across all components.",,5,5,5,5,5,5
no_hub,get_workflow_run_logs,Good,95,"The description is comprehensive, well-structured, and meets all criteria across the rubric with no component scoring below 3.",,5,5,5,4,5,5
no_hub,get_workflow_run_usage,Good,100,"The description is comprehensive, precise, and self-sufficient, with clear explanations across all six rubric dimensions.",,5,5,5,5,5,5
no_hub,list_branches,Good,100,"The description is comprehensive, self-sufficient, and fully addresses all six rubric components with precise, well-structured prose.",,5,5,5,5,5,5
no_hub,list_code_scanning_alerts,Good,75,"The description is comprehensive, well-structured, and covers all key aspects with clear language, though the parameter explanation is weak due to lack of detail despite the tool having no parameters.",parameter_explanation: 2,5,4,5,2,5,4
no_hub,list_commits,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with clear, well-structured prose and no reliance on examples.",,5,5,5,5,5,5
no_hub,list_dependabot_alerts,Good,100,"The description is comprehensive, precise, and self-sufficient, with clear purpose, usage guidance, limitations, parameter details, and appropriate length.",,5,5,5,5,5,5
no_hub,list_discussion_categories,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with clear language and appropriate structure.",,5,5,5,5,5,5
no_hub,list_discussions,Good,96,"The description is comprehensive, well-structured, and meets all key criteria across all six components with only minor room for improvement in limitation clarity.",limitation: The exact fields in the 'basic listing' are unspecified and should be clarified to avoid ambiguity,5,5,4,5,5,5
no_hub,list_gists,Good,88,"The description is comprehensive, well-structured, and covers all key aspects with clear, precise language; only minor ambiguities remain in the purpose section.","purpose: Clarify the contradiction between 'specified user' and 'no input parameters' to resolve ambiguity about which user's gists are listed; limitation: Explicitly state whether the tool can list gists for other users if the authenticated context allows it, or if it's strictly limited to the pre-configured user",4,5,4,5,5,5
no_hub,list_issues,Good,100,"The tool description is comprehensive, precise, and fully satisfies all six rubric criteria with no weaknesses.",,5,5,5,5,5,5
no_hub,list_notifications,Good,88,"The description is comprehensive, well-structured, and clearly communicates the tool's purpose, usage, limitations, and scope, though parameter details are missing.",parameter_explanation: 2,5,5,5,2,5,5
no_hub,list_pull_requests,Good,92,"The description is comprehensive, well-structured, and meets all key criteria with clear purpose, usage guidance, limitations, and length; only parameter explanation is slightly weak due to lack of detail on parameter types and behavior.","parameter_explanation: 3/5 - Parameters are listed as 'none', but no explanation of how the repository context is determined or how the tool resolves ambiguity in the calling context is provided.",5,5,5,3,5,5
no_hub,list_secret_scanning_alerts,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with no gaps or redundancies.",,5,5,5,5,5,5
no_hub,list_workflow_jobs,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with clear language and no reliance on examples.",,5,5,5,5,5,5
no_hub,list_workflow_run_artifacts,Good,96,"The description is comprehensive, well-structured, and meets all criteria for a high-quality tool description, despite the absence of explicit parameters.",,5,5,5,1,5,5
no_hub,list_workflow_runs,Good,100,"The description is comprehensive, precise, and self-sufficient, with clear purpose, usage guidance, limitations, parameter details, and appropriate length.",,5,5,5,5,5,5
no_hub,list_workflows,Good,96,"The description is comprehensive, well-structured, and meets all criteria across the six components with no scores below 3.",,5,5,5,4,5,5
no_hub,manage_notification_subscription,Good,88,"The description is comprehensive, well-structured, and clearly explains the tool's purpose, usage, limitations, and structure, though parameter details are insufficient.",parameter_explanation: 2,5,5,5,2,5,5
no_hub,manage_repository_notification_subscription,Good,96,"The description is comprehensive, clearly explains the tool's function, usage, limitations, and parameters, with no reliance on examples and sufficient length and structure.",,5,5,5,4,5,5
no_hub,mark_all_notifications_read,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all aspects of the tool with clear language, explicit usage boundaries, full limitation disclosure, complete parameter explanation (including absence), and balanced structure without over-reliance on examples.",,5,5,5,5,5,5
no_hub,merge_pull_request,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with no gaps or redundancies.",,5,5,5,5,5,5
no_hub,push_files,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with clear, well-structured prose and no reliance on examples.",,5,5,5,5,5,5
no_hub,remove_sub_issue,Good,83,"The description is comprehensive, well-structured, and clearly explains the tool's function, usage, and limitations, though parameter explanation is weak due to lack of detail.",parameter_explanation,5,4,5,2,5,5
no_hub,reprioritize_sub_issue,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with no gaps or ambiguities.",,5,5,5,5,5,5
no_hub,request_copilot_review,Good,100,"The description is comprehensive, precise, and self-sufficient, with clear explanations across all six rubric dimensions.",,5,5,5,5,5,5
no_hub,rerun_failed_jobs,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with clear, well-structured prose and no reliance on examples.",,5,5,5,5,5,5
no_hub,rerun_workflow_run,Good,96,"The description is comprehensive, clearly explains the tool's function, usage, limitations, and structure, with only minor room for improvement in parameter explanation.",,5,5,5,4,5,5
no_hub,run_workflow,Good,96,"The description is comprehensive, clearly defines the tool's purpose, usage boundaries, limitations, and parameter behavior, with no reliance on examples. All components meet or exceed the threshold for a 'Good' rating.",,5,5,4,5,5,5
no_hub,search_code,Good,70,"The description is comprehensive and well-structured, with clear purpose, usage guidance, and limitations; however, parameter explanation is weak due to lack of detail on input structure despite stating no parameters are accepted.",parameter_explanation,4,4,4,2,5,4
no_hub,search_issues,Good,96,"The description is comprehensive, precise, and well-structured, with strong coverage across all components except parameter explanation, which is completely missing.",parameter_explanation,5,5,5,1,5,5
no_hub,search_orgs,Good,96,"The description is comprehensive, well-structured, and meets all key criteria across all six components with only minor room for improvement in parameter explanation.",,5,5,5,4,5,5
no_hub,search_pull_requests,Good,92,"The description is comprehensive, well-structured, and meets all key criteria except for parameter explanation, which is weak due to lack of formal parameter definitions.",parameter_explanation,5,5,5,2,5,5
no_hub,search_repositories,Good,75,"The description is comprehensive, well-structured, and covers all key aspects with clear explanations, though parameter explanation is weak due to lack of detail on input structure.",parameter_explanation (score: 2),5,4,4,2,5,4
no_hub,search_users,Good,96,"The description is comprehensive, well-structured, and meets all key criteria across all six components with minimal room for improvement.",,5,5,5,4,5,5
no_hub,submit_pending_pull_request_review,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all aspects of the tool with clear language, explicit usage boundaries, complete limitations, full parameter explanation (including absence), and appropriate length.",,5,5,5,5,5,5
no_hub,update_gist,Good,88,"The description is comprehensive, clearly defines the tool's purpose and boundaries, and provides strong guidance on usage and limitations, though parameter explanation could be more precise.",parameter_explanation: 3,5,4,5,3,5,5
no_hub,update_issue,Good,100,"The tool description is comprehensive, precise, and self-sufficient, with clear purpose, usage guidance, limitations, parameter details, and appropriate length.",,5,5,5,5,5,5
no_hub,update_pull_request,Good,83,"The description clearly explains the tool's purpose, usage context, limitations, and structure, but lacks detailed parameter explanations despite adequate length and balance.",parameter_explanation,5,5,5,2,4,5
no_hub,update_pull_request_branch,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with no gaps or redundancies.",,5,5,5,5,5,5
notion,API-create-a-comment,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with clear language and no reliance on examples.",,5,5,5,5,5,5
notion,API-create-a-database,Good,100,"The description is comprehensive, precise, and self-sufficient, with clear purpose, usage guidance, limitations, parameter details, balanced structure, and sufficient length.",,5,5,5,5,5,5
notion,API-delete-a-block,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with clear, well-structured prose and no reliance on examples.",,5,5,5,5,5,5
notion,API-get-block-children,Good,95,"The description is comprehensive, clearly defines the tool's purpose, usage context, limitations, and parameter behavior, with well-structured prose and no reliance on examples. Only minor gaps exist in parameter detail.","parameter_explanation: Missing behavioral impact of the 'parent block identifier' parameter (e.g., how invalid or malformed IDs are handled)",5,5,5,4,5,5
notion,API-get-self,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with clear, well-structured prose and no reliance on examples.",,5,5,5,5,5,5
notion,API-get-user,Good,100,"The description is comprehensive, precise, and fully satisfies all rubric criteria with no weaknesses.",,5,5,5,5,5,5
notion,API-get-users,Good,100,"The description is comprehensive, well-structured, and fully satisfies all six rubric criteria with precise language, clear boundaries, and no reliance on examples.",,5,5,5,5,5,5
notion,API-patch-block-children,Good,96,"The description is comprehensive, clearly defines the tool's function, usage boundaries, limitations, and parameters, with strong prose and no reliance on examples to convey meaning.",,5,5,5,4,5,5
notion,API-patch-page,Good,96,"The description is comprehensive, precise, and well-structured, covering all key aspects with clear language and appropriate depth.","parameter_explanation: While the two main parameters are well-explained, the description could better clarify the structure of the 'properties' object (e.g., nested schema, allowed value types per property) and explicitly mention that additional parameters (like authentication) are required but not detailed here.",5,5,5,4,5,5
notion,API-post-database-query,Good,100,"The description is comprehensive, precise, and self-sufficient, with clear explanations across all six dimensions of the rubric.",,5,5,5,5,5,5
notion,API-post-page,Good,95,"The tool description is comprehensive, well-structured, and clearly communicates purpose, usage, limitations, and input expectations with strong examples that supplement rather than replace the prose.",,5,5,5,4,5,5
notion,API-post-search,Good,100,"The tool description is comprehensive, precise, and well-structured across all six dimensions, with no deficiencies.",,5,5,5,5,5,5
notion,API-retrieve-a-block,Good,96,"The description is comprehensive, clearly defines the tool's function, usage boundaries, limitations, and parameter behavior, with only minor gaps in parameter detail.",parameter_explanation,5,5,5,4,5,5
notion,API-retrieve-a-comment,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with clear, well-structured prose and no reliance on examples.",,5,5,5,5,5,5
notion,API-retrieve-a-database,Good,100,"The description is comprehensive, precise, and self-sufficient, with clear explanations of purpose, usage, limitations, parameters, and structure, all within a well-organized, substantive narrative.",,5,5,5,5,5,5
notion,API-retrieve-a-page,Good,96,"The description is comprehensive, well-structured, and meets all key criteria across all six components with only minor room for improvement in parameter explanation.",,5,5,5,4,5,5
notion,API-retrieve-a-page-property,Good,100,"The description is comprehensive, precise, and self-sufficient, with clear explanations across all six rubric dimensions.",,5,5,5,5,5,5
notion,API-update-a-block,Good,95,"The description is comprehensive, precise, and self-sufficient with clear purpose, usage guidance, limitations, and structure; only minor room for improvement in parameter explanation.","parameter_explanation: While the lack of input parameters is clearly stated, the explanation could better clarify that no parameters are accepted and why this design choice exists (e.g., for security or context-driven execution).",5,5,5,4,5,5
notion,API-update-a-database,Good,88,"The description clearly explains the tool's purpose, usage boundaries, limitations, and structure, with strong completeness and balance; only parameter explanation needs improvement.",parameter_explanation: parameters are listed but lack detailed behavioral impact and required/default status for each field,5,5,5,2,5,5
paypal,create_invoice,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with clear language and no reliance on examples.",,5,5,5,5,5,5
paypal,list_transactions,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with clear, well-structured prose and no reliance on examples.",,5,5,5,5,5,5
playwright,browser_click,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with clear language and no reliance on examples.",,5,5,5,5,5,5
playwright,browser_close,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with no gaps or redundancies.",,5,5,5,5,5,5
playwright,browser_console_messages,Good,100,"The tool description is comprehensive, precise, and self-sufficient, covering all key aspects with clear, well-structured prose and no reliance on examples.",,5,5,5,5,5,5
playwright,browser_drag,Good,96,"The description is comprehensive, well-structured, and meets all key criteria with clear, precise language across all components.",,5,5,5,4,5,5
playwright,browser_evaluate,Good,95,"The description is comprehensive, precise, and self-sufficient with strong coverage of purpose, usage, limitations, and structure; only parameter explanation is missing.",parameter_explanation,5,5,5,1,5,5
playwright,browser_file_upload,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with clear language and no reliance on examples.",,5,5,5,5,5,5
playwright,browser_fill_form,Good,96,"The description is comprehensive, well-structured, and clearly communicates the tool's purpose, usage, limitations, and behavior, with no reliance on examples. The only weakness is the complete absence of parameter explanation.",parameter_explanation,5,5,5,1,5,5
playwright,browser_handle_dialog,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with no gaps or redundancies.",,5,5,5,5,5,5
playwright,browser_hover,Good,100,"The description is comprehensive, precise, and self-sufficient, with no reliance on examples and full coverage of all rubric components at the highest level.",,5,5,5,5,5,5
playwright,browser_install,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with clear, well-structured prose and no reliance on examples.",,5,5,5,5,5,5
playwright,browser_navigate,Good,96,"The description is comprehensive, well-structured, and meets all key criteria across all six components with only minor room for improvement in parameter detail.","parameter_explanation: While the URL parameter is explained, the absence of a formal parameter list (e.g., in a structured format) slightly reduces clarity despite the detailed explanation.",5,5,5,4,5,5
playwright,browser_navigate_back,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with clear, well-structured prose and no reliance on examples.",,5,5,5,5,5,5
playwright,browser_network_requests,Good,100,"The description is comprehensive, self-sufficient, and meets all criteria across all six components with no deficiencies.",,5,5,5,5,5,5
playwright,browser_press_key,Good,96,"The description is comprehensive, well-structured, and meets all key criteria across all six components with only minor room for improvement in parameter explanation.",,5,5,5,4,5,5
playwright,browser_resize,Good,100,"The description is comprehensive, precise, and self-sufficient, with clear explanations across all six dimensions and no reliance on examples.",,5,5,5,5,5,5
playwright,browser_select_option,Good,67,"The description is mostly complete and well-structured, with clear purpose, usage guidance, and limitations. However, parameter explanation is weak, and the balance between examples and description is uneven.",parameter_explanation: 2; examples_balance: 3,4,4,5,2,3,4
playwright,browser_snapshot,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with clear, well-structured prose and no reliance on examples.",,5,5,5,5,5,5
playwright,browser_tabs,Good,92,"The description is comprehensive, well-structured, and meets all key criteria except for parameter explanation, which is underdeveloped.",parameter_explanation,5,5,5,2,5,5
playwright,browser_take_screenshot,Good,100,"The description is comprehensive, precise, and self-sufficient, with clear purpose, usage guidance, limitations, parameter details, and balanced structure across all components.",,5,5,5,5,5,5
playwright,browser_type,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with clear, well-structured prose and no reliance on examples.",,5,5,5,5,5,5
playwright,browser_wait_for,Good,88,"The description is comprehensive, well-structured, and clearly explains the tool's function, usage, and limitations, though parameter explanation is weak due to lack of detail on input types and behavior.",parameter_explanation,5,4,5,2,5,5
postgres,query,Good,100,"The description is comprehensive, precise, and self-sufficient, covering all key aspects with clear, well-structured prose and no reliance on examples.",,5,5,5,5,5,5
slack,slack_add_reaction,Good,100,"The description is comprehensive, precise, and self-sufficient, with clear purpose, usage guidance, limitations, parameter details, and appropriate length.",,5,5,5,5,5,5
slack,slack_get_channel_history,Good,100,"The description is comprehensive, precise, and self-sufficient, with clear explanations across all six rubric dimensions.",,5,5,5,5,5,5
slack,slack_get_thread_replies,Good,75,"The description is comprehensive and mostly self-sufficient, with clear purpose, usage guidance, and limitations; minor gaps in parameter detail and example balance prevent a perfect score.","parameter_explanation: Missing explanation of parameter types, effects, and required/default status for all parameters beyond thread_ts/thread_id; examples_balance: Over-reliance on technical details and schema-like text instead of descriptive prose; lacks illustrative examples to supplement understanding",5,4,4,3,3,4
slack,slack_get_user_profile,Good,95,"The description is comprehensive, well-structured, and meets all key criteria across the rubric with no critical gaps.",,5,5,5,4,5,5
slack,slack_get_users,Good,100,"The description is comprehensive, well-structured, and fully satisfies all six rubric criteria with precise, self-sufficient prose and no reliance on examples.",,5,5,5,5,5,5
slack,slack_list_channels,Good,92,"The description is comprehensive, well-structured, and clearly communicates the tool's function, usage context, limitations, and structure, with only minor shortcomings in parameter explanation.",parameter_explanation,5,5,5,2,5,5
slack,slack_post_message,Good,96,"The description is comprehensive, clearly defines the tool's function, usage boundaries, limitations, and parameters, with well-structured prose and no reliance on examples to replace explanation.","parameter_explanation: While the required parameters are clearly stated, the explanation lacks details on behavioral impact (e.g., how message_content formatting affects output) and does not address potential edge cases like empty strings or length limits.",5,5,5,4,5,5
slack,slack_reply_to_thread,Good,100,"The description is comprehensive, precise, and self-sufficient, with clear explanations across all six dimensions and no reliance on examples to convey meaning.",,5,5,5,5,5,5
weather,get_alerts,Good,95,"The description is comprehensive, well-structured, and clearly communicates the tool's function, usage, limitations, parameters, and context with minimal redundancy.",,5,5,5,5,4,5
weather,get_forecast,Good,100,"The tool description is comprehensive, precise, and self-sufficient, with clear purpose, usage guidance, limitations, parameter details, balanced examples, and sufficient length.",,5,5,5,5,5,5
wikipedia,search,Good,96,"The description is comprehensive, well-structured, and meets all key criteria across all six components with only minor room for improvement in parameter detail.","parameter_explanation: Add clarification on how query formatting (e.g., quotes, special characters) affects results, and specify if the tool handles synonyms or semantic variations",5,5,5,4,5,5
yfinance,get_financial_statement,Good,100,"The tool description is comprehensive, precise, and self-sufficient, with clear purpose, usage guidance, limitations, parameter details, balanced examples, and sufficient length.",,5,5,5,5,5,5
yfinance,get_historical_stock_prices,Good,96,"The tool description is comprehensive, precise, and well-structured, with strong coverage across all components; only minor over-reliance on examples slightly reduces the examples vs. description balance.",,5,5,5,5,4,5
yfinance,get_holder_info,Good,100,"The tool description is comprehensive, precise, and self-sufficient, with clear purpose, usage guidance, limitations, parameter details, balanced examples, and sufficient length.",,5,5,5,5,5,5
yfinance,get_option_chain,Good,100,"The tool description is comprehensive, precise, and self-sufficient, with clear purpose, usage guidance, limitations, parameter details, balanced examples, and sufficient length.",,5,5,5,5,5,5
yfinance,get_option_expiration_dates,Good,100,"The tool description is comprehensive, precise, and self-sufficient, with clear purpose, usage guidance, limitations, parameter details, balanced examples, and sufficient length.",,5,5,5,5,5,5
yfinance,get_recommendations,Good,100,"The tool description is comprehensive, precise, and well-structured across all six dimensions, with no deficiencies.",,5,5,5,5,5,5
yfinance,get_stock_actions,Good,100,"The tool description is comprehensive, precise, and self-sufficient, with full coverage of purpose, usage, limitations, parameters, examples, and structure.",,5,5,5,5,5,5
yfinance,get_stock_info,Good,92,"The description is comprehensive, well-structured, and meets all key criteria with strong clarity across most components, though the example section slightly overrelies on code snippets without sufficient prose explanation.",examples_balance,5,5,5,4,3,5
yfinance,get_yahoo_finance_news,Good,95,"The description is comprehensive, well-structured, and meets all key criteria across the rubric, with only minor room for improvement in parameter detail and example integration.","parameter_explanation: Add clarification on how case sensitivity or special characters in tickers are handled; examples_balance: Include a second example with a different ticker (e.g., 'TSLA') to better illustrate usage scope",5,5,5,4,4,5
