mcp_server_name,tool_name,description_label,description_quality_score,description_reason,description_improvement_needed,purpose_score,usage_guideline_score,limitation_score,parameter_explanation_score,examples_balance_score,length_completeness_score
no_hub,submit_pending_pull_request_review,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
no_hub,update_gist,Good,93,"The description is comprehensive, clearly outlining the tool's purpose, usage guidelines, limitations, and parameters, with a good balance of examples and sufficient length.",parameter_explanation,5,5,5,4,5,5
no_hub,update_issue,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
no_hub,update_pull_request,Good,83,"The description is comprehensive and clear, with minor improvements needed in parameter explanation.",parameter_explanation (3),5,5,4,3,4,5
no_hub,update_pull_request_branch,Good,83,"The description is comprehensive and clear, but lacks parameter explanation.",parameter_explanation (1),5,5,4,1,5,5
notion,API-create-a-comment,Good,83,"The description is comprehensive and clear, but lacks parameter explanation due to the absence of input parameters.",parameter_explanation,5,5,5,1,5,5
notion,API-create-a-database,Good,83,The description is comprehensive and clear in most areas but lacks parameter explanation due to the absence of parameters.,parameter_explanation,5,5,5,1,5,5
notion,API-delete-a-block,Good,100,"The tool description is comprehensive, clear, and covers all necessary aspects effectively.",,5,5,5,5,5,5
notion,API-get-block-children,Good,93,"The description is comprehensive, clearly outlining the tool's purpose, usage guidelines, limitations, and parameters, with a good balance of examples.",parameter_explanation,5,5,5,4,5,5
notion,API-get-self,Good,100,"The description is comprehensive, clear, and covers all necessary aspects effectively.",,5,5,5,5,5,5
notion,API-get-user,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
notion,API-get-users,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
notion,API-patch-block-children,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
notion,API-patch-page,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
notion,API-post-database-query,Good,83,"The description is comprehensive and clear, but lacks detailed parameter explanation.",parameter_explanation,5,5,5,2,5,5
notion,API-post-page,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,4,5
notion,API-post-search,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
notion,API-retrieve-a-block,Good,93,"The description is comprehensive, clearly outlining the tool's purpose, usage guidelines, limitations, and parameters, with a good balance of examples.",parameter_explanation,5,5,5,4,5,5
notion,API-retrieve-a-comment,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
notion,API-retrieve-a-database,Good,83,"The description is comprehensive and clear, but lacks parameter explanation due to the absence of input parameters.",parameter_explanation,5,5,5,1,5,5
notion,API-retrieve-a-page,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
notion,API-retrieve-a-page-property,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
notion,API-update-a-block,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
notion,API-update-a-database,Good,93,"The description is comprehensive, clearly outlining the tool's purpose, usage guidelines, limitations, and providing a well-structured explanation.",parameter_explanation,5,5,5,4,5,5
paypal,create_invoice,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
paypal,list_transactions,Good,83,"The description is comprehensive and clear, but lacks parameter explanation due to the absence of input parameters.",parameter_explanation,5,5,5,1,5,5
playwright,browser_click,Good,83,"The description is comprehensive and clear, but lacks parameter explanation.",parameter_explanation,5,5,5,1,5,5
playwright,browser_close,Good,83,"The description is comprehensive and clear, but lacks parameter explanation.",parameter_explanation (1),5,5,5,1,5,5
playwright,browser_console_messages,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
playwright,browser_drag,Good,83,"The description is comprehensive and clear, but lacks parameter explanation since there are no parameters.",parameter_explanation,5,5,5,1,5,5
playwright,browser_evaluate,Good,83,"The description is comprehensive and clear, but lacks parameter explanation.",parameter_explanation,5,5,5,1,5,5
playwright,browser_file_upload,Good,83,"The description is comprehensive and clear, but lacks parameter explanation.",parameter_explanation (1),5,5,5,1,4,5
playwright,browser_fill_form,Good,83,"The description is clear and comprehensive, but lacks detailed parameter explanations.",parameter_explanation (2),5,5,5,2,4,5
playwright,browser_handle_dialog,Good,83,"The description is comprehensive and clear, but lacks parameter explanation.",parameter_explanation (1),5,5,5,1,5,5
playwright,browser_hover,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
playwright,browser_install,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
playwright,browser_navigate,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,4,5,5
playwright,browser_navigate_back,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
playwright,browser_network_requests,Good,83,"The description is comprehensive and clear, but lacks parameter explanation.",parameter_explanation,5,5,5,1,5,5
playwright,browser_press_key,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,4,5
playwright,browser_resize,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
playwright,browser_select_option,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,4,5
playwright,browser_snapshot,Good,83,"The description is comprehensive and clear, but lacks parameter explanation.",parameter_explanation,5,5,5,1,5,5
playwright,browser_tabs,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
playwright,browser_take_screenshot,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
playwright,browser_type,Good,83,"The description is comprehensive and clear, but lacks parameter explanation.",parameter_explanation (1),5,5,5,1,5,5
playwright,browser_wait_for,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,4,5
postgres,query,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
slack,slack_add_reaction,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
slack,slack_get_channel_history,Good,83,"The description is comprehensive and clear, but lacks parameter explanation due to the absence of input parameters.",parameter_explanation (1),5,5,5,1,5,5
slack,slack_get_thread_replies,Good,90,"The description is comprehensive and well-structured, covering all necessary aspects with minor omissions.",limitation (4); parameter_explanation (4),5,5,4,4,5,5
slack,slack_get_user_profile,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
slack,slack_get_users,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
slack,slack_list_channels,Good,83,"The description is comprehensive and clear, but lacks parameter explanation.",parameter_explanation,5,5,5,1,5,5
slack,slack_post_message,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,4,5
slack,slack_reply_to_thread,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
weather,get_alerts,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
weather,get_forecast,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
wikipedia,search,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects effectively.",,5,5,5,5,5,5
yfinance,get_financial_statement,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
yfinance,get_historical_stock_prices,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
yfinance,get_holder_info,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
yfinance,get_option_chain,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
yfinance,get_option_expiration_dates,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
yfinance,get_recommendations,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
yfinance,get_stock_actions,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
yfinance,get_stock_info,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
yfinance,get_yahoo_finance_news,Good,100,"The tool description is comprehensive, clear, and well-structured, covering all necessary aspects.",,5,5,5,5,5,5
